idx,needle_pixel_ratio,loss_bce,loss_dice,loss_focal,loss_combined,dice,iou,dice_testpy,iou_testpy
169,0.00775146484375,0.6917273998260498,0.9778609871864319,0.1387760043144226,1.738976389169693,0.75570032593184,0.6073298434459034,0.654501216965327,0.48643761394857576
170,0.0215606689453125,0.6868805289268494,0.9393673539161682,0.13756346702575684,1.695029616355896,0.8266498263888065,0.7045209904711943,0.4825765578233492,0.318023660878202
171,0.0099334716796875,0.691078782081604,0.9741681814193726,0.13825058937072754,1.7343722581863403,0.7311827959212714,0.5762711869931275,0.5378704725160588,0.3678678688170152
172,0.0059967041015625,0.6915695667266846,0.9825506806373596,0.13849355280399323,1.7433670237660408,0.8096446702923291,0.6801705763749029,0.6825396830435878,0.5180722903178981
173,0.0115814208984375,0.691562831401825,0.9685243964195251,0.1389700472354889,1.7295722514390945,0.7202312140345485,0.5627822948845688,0.5827702706226602,0.41120381476614565
174,0.0117645263671875,0.6925141215324402,0.9639419317245483,0.14083729684352875,1.726874701678753,0.7438706313281843,0.5921926913686106,0.7177363701050818,0.5597416581703535
175,0.01416015625,0.6894004344940186,0.9575033783912659,0.13873161375522614,1.7162696197628975,0.8158415842495834,0.6889632109624053,0.7467492261630035,0.5958498027708994
176,0.0113067626953125,0.6907250881195068,0.9675405025482178,0.13855630159378052,1.7275437414646149,0.716312056881301,0.5580110500726037,0.6660869568120983,0.4993481101703414
177,0.0080108642578125,0.6900562644004822,0.9748414158821106,0.13809719681739807,1.7339462786912918,0.8852459017438561,0.7941176473952326,0.7928730514555979,0.6568265688988439
178,0.013824462890625,0.6897174119949341,0.9597917795181274,0.13859900832176208,1.7188086956739426,0.8342458935618488,0.7156276689021113,0.6791927629233174,0.5142255010387508
179,0.014892578125,0.6898295283317566,0.9589976072311401,0.13836392760276794,1.7180090993642807,0.7574426550720145,0.6095836609508376,0.6108843540062011,0.43976493688563667
